State,District,Name,TRU,Level,No_HH,TOT_P,TOT_M,TOT_F,P_06,M_06,F_06,P_SC,M_SC,F_SC,P_ST,M_ST,F_ST,P_LIT,M_LIT,F_LIT,TOT_WORK_P,TOT_WORK_M,TOT_WORK_F,MAINWORK_P,MAINWORK_M,MAINWORK_F,MARGWORK_P,MARGWORK_M,MARGWORK_F,NON_WORK_P,NON_WORK_M,NON_WORK_F
12,259,Lohit,Total,DISTRICT,30005,145726,76221,69505,23901,12159,11742,0,0,0,47410,23457,23953,83062,48380,34682,60945,38910,22035,50754,34656,16098,10191,4254,5937,84781,37311,47470
12,260,Anjaw,Total,DISTRICT,4612,21167,11507,9660,3472,1744,1728,0,0,0,16451,8208,8243,9990,6523,3467,10501,6224,4277,9264,5715,3549,1237,509,728,10666,5283,5383
13,261,Mon,Total,DISTRICT,41978,250260,131753,118507,40342,21099,19243,0,0,0,238285,124343,113942,119626,67432,52194,147654,79425,68229,104981,58695,46286,42673,20730,21943,102606,52328,50278
13,262,Mokokchung,Total,DISTRICT,42690,194622,101092,93530,20536,10534,10002,0,0,0,178431,90567,87864,159494,83479,76015,100067,57084,42983,81046,48355,32691,19021,8729,10292,94555,44008,50547
13,263,Zunheboto,Total,DISTRICT,27835,140757,71217,69540,20093,10316,9777,0,0,0,136561,68071,68490,102881,53504,49377,79466,41178,38288,49382,27876,21506,30084,13302,16782,61291,30039,31252
13,264,Wokha,Total,DISTRICT,31891,166343,84505,81838,20138,10298,9840,0,0,0,156621,78816,77805,128208,67385,60823,78412,42096,36316,63512,35692,27820,14900,6404,8496,87931,42409,45522
13,265,Dimapur ,Total,DISTRICT,78605,378811,197394,181417,50898,25889,25009,0,0,0,223989,110892,113097,278037,150142,127895,151350,99645,51705,122358,88055,34303,28992,11590,17402,227461,97749,129712
13,266,Phek,Total,DISTRICT,36639,163418,83743,79675,27752,14505,13247,0,0,0,157146,79536,77610,105893,57926,47967,80277,41556,38721,63645,34382,29263,16632,7174,9458,83141,42187,40954
13,267,Tuensang,Total,DISTRICT,36742,196596,101933,94663,35790,18516,17274,0,0,0,190916,98212,92704,117511,63653,53858,98154,52931,45223,73518,41420,32098,24636,11511,13125,98442,49002,49440
13,268,Longleng,Total,DISTRICT,11985,50484,26502,23982,9110,4832,4278,0,0,0,48615,25268,23347,29859,16139,13720,30568,16273,14295,20944,11547,9397,9624,4726,4898,19916,10229,9687
13,269,Kiphire,Total,DISTRICT,14771,74004,37830,36174,14711,7550,7161,0,0,0,71429,36217,35212,41232,22675,18557,31959,16780,15179,25830,14181,11649,6129,2599,3530,42045,21050,20995
13,270,Kohima,Total,DISTRICT,54391,267988,138966,129022,36286,18279,18007,0,0,0,224738,110617,114121,197489,107038,90451,114825,68140,46685,99408,60839,38569,15417,7301,8116,153163,70826,82337
13,271,Peren,Total,DISTRICT,18475,95219,49714,45505,15415,7967,7448,0,0,0,84242,43488,40754,62204,34584,27620,61390,32249,29141,36555,21162,15393,24835,11087,13748,33829,17465,16364
14,272,Senapati,Total,DISTRICT,83411,479148,247323,231825,63335,33463,29872,1000,536,464,419210,214519,204691,264477,148012,116465,233622,124143,109479,185725,101924,83801,47897,22219,25678,245526,123180,122346
14,273,Tamenglong ,Total,DISTRICT,25039,140651,72371,68280,19307,10072,9235,22,17,5,134626,68226,66400,85006,47403,37603,70675,37237,33438,55979,30544,25435,14696,6693,8003,69976,35134,34842
14,274,Churachandpur,Total,DISTRICT,49089,274143,138820,135323,37445,19227,18218,443,244,199,254787,126328,128459,195935,104013,91922,122655,70594,52061,89779,57558,32221,32876,13036,19840,151488,68226,83262
14,275,Bishnupur,Total,DISTRICT,46580,237399,118782,118617,31303,16192,15111,22113,11085,11028,3287,1625,1662,156333,87313,69020,109937,62807,47130,76423,53158,23265,33514,9649,23865,127462,55975,71487
14,276,Thoubal,Total,DISTRICT,85965,422168,210845,211323,60556,31294,29262,40593,20137,20456,1808,929,879,269304,152617,116687,195319,109377,85942,133428,90299,43129,61891,19078,42813,226849,101468,125381
14,277,Imphal West,Total,DISTRICT,111156,517992,255054,262938,61875,31747,30128,16530,8308,8222,24161,11560,12601,392626,205985,186641,213387,128540,84847,166009,110440,55569,47378,18100,29278,304605,126514,178091
14,278,Imphal East,Total,DISTRICT,92124,456113,226094,230019,59936,30851,29085,15839,8055,7784,27657,13500,14157,324664,173314,151350,194848,117562,77286,145343,100014,45329,49505,17548,31957,261265,108532,152733
14,279,Ukhrul,Total,DISTRICT,35694,183998,94718,89280,24413,12693,11720,248,160,88,173606,87970,85636,129829,70148,59681,87929,46533,41396,67724,37336,30388,20205,9197,11008,96069,48185,47884
14,280,Chandel,Total,DISTRICT,28801,144182,74579,69603,17187,8945,8242,540,321,219,128280,63622,64658,90302,51053,39249,76238,42615,33623,53753,33862,19891,22485,8753,13732,67944,31964,35980
15,281,Mamit,Total,DISTRICT,17731,86364,44828,41536,15495,7828,7667,51,42,9,82080,42075,40005,60191,32977,27214,39339,24016,15323,36185,23226,12959,3154,790,2364,47025,20812,26213
15,282,Kolasib,Total,DISTRICT,17270,83955,42918,41037,13482,6810,6672,84,59,25,73609,36917,36692,65895,34147,31748,36672,22733,13939,29697,20013,9684,6975,2720,4255,47283,20185,27098
15,283,Aizawl,Total,DISTRICT,82524,400309,199270,201039,52357,26450,25907,627,388,239,373542,182517,191025,340595,169547,171048,174636,104643,69993,151410,94442,56968,23226,10201,13025,225673,94627,131046
15,284,Champhai,Total,DISTRICT,25520,125745,63388,62357,20645,10474,10171,17,16,1,123466,61954,61512,100802,51440,49362,60342,34129,26213,53111,31518,21593,7231,2611,4620,65403,29259,36144
15,285,Serchhip,Total,DISTRICT,12622,64937,32851,32086,9299,4771,4528,32,20,12,62889,31381,31508,54476,27598,26878,32397,18261,14136,29838,17428,12410,2559,833,1726,32540,14590,17950
15,286,Lunglei,Total,DISTRICT,33058,161428,82891,78537,25117,12798,12319,178,125,53,153533,77180,76353,121122,64515,56607,78292,46230,32062,62013,40961,21052,16279,5269,11010,83136,36661,46475
15,287,Lawngtlai,Total,DISTRICT,22984,117894,60599,57295,22483,11433,11050,146,105,41,112354,57044,55310,62861,36444,26417,45566,28517,17049,38082,25757,12325,7484,2760,4724,72328,32082,40246
15,288,Saiha,Total,DISTRICT,11144,56574,28594,27980,9653,4997,4656,83,52,31,54642,27226,27416,42233,21861,20372,19461,12211,7250,14694,9960,4734,4767,2251,2516,37113,16383,20730
16,289,West Tripura ,Total,DISTRICT,410565,1725739,879428,846311,190850,97787,93063,338094,172522,165572,431944,217278,214666,1361354,722998,638356,698178,500406,197772,524198,431743,92455,173980,68663,105317,1027561,379022,648539
16,290,South Tripura ,Total,DISTRICT,208127,876001,447544,428457,111949,57382,54567,140168,72012,68156,344835,173174,171661,646810,351082,295728,366845,253229,113616,258457,212050,46407,108388,41179,67209,509156,194315,314841
16,291,Dhalai,Total,DISTRICT,84509,378230,194544,183686,56011,28460,27551,61688,31461,30227,210608,106759,103849,276217,151643,124574,155831,105657,50174,108259,88877,19382,47572,16780,30792,222399,88887,133512
16,292,North Tripura,Total,DISTRICT,152355,693947,352860,341087,99204,50379,48825,114968,58375,56593,179426,91116,88310,520402,275646,244756,248667,186034,62633,186105,155211,30894,62562,30823,31739,445280,166826,278454
17,293,West Garo Hills,Total,DISTRICT,123352,643291,324159,319132,112514,56950,55564,8810,4535,4275,474009,236772,237237,358702,193438,165264,255693,151914,103779,188371,123377,64994,67322,28537,38785,387598,172245,215353
17,294,East Garo Hills,Total,DISTRICT,58328,317917,161223,156694,58071,29328,28743,509,304,205,305180,153861,151319,192147,102513,89634,126073,72262,53811,83936,56056,27880,42137,16206,25931,191844,88961,102883
17,295,South Garo Hills,Total,DISTRICT,24527,142334,73170,69164,27909,14136,13773,319,188,131,134237,68140,66097,82062,45003,37059,53069,32826,20243,38397,26435,11962,14672,6391,8281,89265,40344,48921
17,296,West Khasi Hills,Total,DISTRICT,64906,383461,193715,189746,87214,44342,42872,168,93,75,375097,189134,185963,230678,117307,113371,163345,89694,73651,119803,69204,50599,43542,20490,23052,220116,104021,116095
17,297,Ribhoi,Total,DISTRICT,46872,258840,132531,126309,52862,27074,25788,590,329,261,230081,115907,114174,155859,80977,74882,106473,63871,42602,90875,57058,33817,15598,6813,8785,152367,68660,83707
17,298,East Khasi Hills,Total,DISTRICT,164046,825922,410749,415173,139055,70805,68250,5642,2924,2718,661158,320048,341110,578030,287270,290760,326786,204303,122483,289576,186123,103453,37210,18180,19030,499136,206446,292690
17,299,Jaintia Hills,Total,DISTRICT,66028,395124,196285,198839,90911,46011,44900,1317,784,533,376099,185866,190233,187527,87371,100156,154180,88839,65341,110617,67267,43350,43563,21572,21991,240944,107446,133498
18,300,Kokrajhar,Total,DISTRICT,181081,887142,452905,434237,136924,70085,66839,29570,15386,14184,278665,139579,139086,489305,275220,214085,341131,236322,104809,253110,198804,54306,88021,37518,50503,546011,216583,329428
18,301,Dhubri,Total,DISTRICT,414674,1949258,997848,951410,368262,187092,181170,70395,36359,34036,6332,3198,3134,922341,511551,410790,669819,524898,144921,504998,447077,57921,164821,77821,87000,1279439,472950,806489
18,302,Goalpara,Total,DISTRICT,198454,1008183,513292,494891,171657,87457,84200,45094,22999,22095,231570,116013,115557,563577,304302,259275,362573,267118,95455,266376,222680,43696,96197,44438,51759,645610,246174,399436
18,303,Barpeta,Total,DISTRICT,337929,1693622,867004,826618,287829,146777,141052,95320,49165,46155,27344,13530,13814,897058,499038,398020,561824,445297,116527,439453,389372,50081,122371,55925,66446,1131798,421707,710091
18,304,Morigaon,Total,DISTRICT,184602,957423,486651,470772,163819,83746,80073,117841,60194,57647,136777,68382,68395,539902,289698,250204,351148,257984,93164,260968,221150,39818,90180,36834,53346,606275,228667,377608
18,305,Nagaon,Total,DISTRICT,559340,2823768,1439112,1384656,459940,234203,225737,266350,136473,129877,115153,57759,57394,1710716,921850,788866,979998,766728,213270,734993,636533,98460,245005,130195,114810,1843770,672384,1171386
18,306,Sonitpur,Total,DISTRICT,392919,1924110,983904,940206,277862,141353,136509,109130,55817,53313,232207,117685,114522,1108572,620525,488047,770606,537195,233411,558325,441093,117232,212281,96102,116179,1153504,446709,706795
18,307,Lakhimpur,Total,DISTRICT,204307,1042137,529674,512463,156739,80016,76723,81840,41689,40151,249426,126716,122710,683486,375552,307934,429995,282250,147745,283533,223800,59733,146462,58450,88012,612142,247424,364718
18,308,Dhemaji,Total,DISTRICT,129869,686133,351249,334884,104247,53457,50790,44225,23006,21219,325560,165449,160111,423028,237761,185267,316800,186577,130223,201364,145683,55681,115436,40894,74542,369333,164672,204661
18,309,Tinsukia,Total,DISTRICT,268598,1327929,680231,647698,181826,92777,89049,37688,19443,18245,82066,41769,40297,798322,453449,344873,557196,366623,190573,410188,297578,112610,147008,69045,77963,770733,313608,457125
18,310,Dibrugarh,Total,DISTRICT,276867,1326335,676434,649901,163210,83168,80042,58876,30517,28359,102871,51835,51036,884531,491361,393170,560557,368013,192544,391597,284955,106642,168960,83058,85902,765778,308421,457357
18,311,Sivasagar,Total,DISTRICT,248367,1151050,589216,561834,139380,71102,68278,42347,21568,20779,49039,24989,24050,813505,444767,368738,485717,325071,160646,318950,237590,81360,166767,87481,79286,665333,264145,401188
18,312,Jorhat,Total,DISTRICT,236262,1092256,556805,535451,124594,63428,61166,88665,45194,43471,139971,70795,69176,794929,432335,362594,498618,320746,177872,338635,249021,89614,159983,71725,88258,593638,236059,357579
18,313,Golaghat,Total,DISTRICT,227197,1066888,543161,523727,134793,68662,66131,62298,31807,30491,111765,56420,55345,721764,396475,325289,479928,309104,170824,331210,247086,84124,148718,62018,86700,586960,234057,352903
18,314,Karbi Anglong,Total,DISTRICT,177646,956313,490167,466146,151681,77428,74253,44961,23436,21525,538738,272460,266278,557214,314253,242961,383441,246193,137248,260482,200965,59517,122959,45228,77731,572872,243974,328898
18,315,Dima Hasao,Total,DISTRICT,42252,214102,110802,103300,32414,16480,15934,4337,2340,1997,151843,76520,75323,140873,78559,62314,85028,56323,28705,68297,49811,18486,16731,6512,10219,129074,54479,74595
18,316,Cachar,Total,DISTRICT,379955,1736617,886284,850333,256774,131417,125357,264897,136051,128846,17569,8736,8833,1174128,639946,534182,608062,469752,138310,471259,395681,75578,136803,74071,62732,1128555,416532,712023
18,317,Karimganj,Total,DISTRICT,247714,1228686,625864,602822,211960,107638,104322,157890,81384,76506,1940,994,946,795297,435942,359355,399171,319798,79373,293392,256238,37154,105779,63560,42219,829515,306066,523449
18,318,Hailakandi,Total,DISTRICT,143350,659296,337890,321406,111278,56936,54342,70659,36369,34290,691,354,337,407366,226836,180530,214240,170792,43448,165193,141385,23808,49047,29407,19640,445056,167098,277958
18,319,Bongaigaon,Total,DISTRICT,150018,738804,375818,362986,116392,59099,57293,82784,42513,40271,18835,9377,9458,434078,237114,196964,255806,197542,58264,191671,167483,24188,64135,30059,34076,482998,178276,304722
18,320,Chirang,Total,DISTRICT,97395,482162,244860,237302,73215,37201,36014,35135,18105,17030,178688,89273,89415,259902,145869,114033,193894,128762,65132,139027,106201,32826,54867,22561,32306,288268,116098,172170
18,321,Kamrup,Total,DISTRICT,311114,1517542,778461,739081,200061,101716,98345,107827,55237,52590,182038,92094,89944,995319,550219,445100,628954,428492,200462,421244,346863,74381,207710,81629,126081,888588,349969,538619
18,322,Kamrup Metropolitan,Total,DISTRICT,293112,1253938,647585,606353,125386,64444,60942,101789,52106,49683,75121,37902,37219,1001191,537227,463964,490932,375613,115319,413154,334724,78430,77778,40889,36889,763006,271972,491034
18,323,Nalbari,Total,DISTRICT,155248,771639,396006,375633,95333,48458,46875,60216,30654,29562,23364,11692,11672,531771,293184,238587,267623,210202,57421,196773,172308,24465,70850,37894,32956,504016,185804,318212
18,324,Baksa,Total,DISTRICT,191701,950075,481330,468745,122872,62498,60374,73083,37534,35549,331007,165634,165373,572837,322614,250223,406756,266611,140145,278297,215948,62349,128459,50663,77796,543319,214719,328600
18,325,Darrang,Total,DISTRICT,187783,928500,475273,453227,156408,79437,76971,40260,20566,19694,8419,4300,4119,487039,268666,218373,324843,246864,77979,241456,209831,31625,83387,37033,46354,603657,228409,375248
18,326,Udalguri,Total,DISTRICT,168717,831668,421617,410051,113274,57410,55864,37844,19402,18442,267372,133550,133822,469926,264326,205600,345030,230690,114340,253178,194782,58396,91852,35908,55944,486638,190927,295711
19,327,Darjiling ,Total,DISTRICT,391234,1846823,937259,909564,193169,98933,94236,317275,161495,155780,397389,197251,200138,1315585,717673,597912,683726,479586,204140,532855,396341,136514,150871,83245,67626,1163097,457673,705424
19,328,Jalpaiguri ,Total,DISTRICT,868326,3872846,1983064,1889782,461700,236117,225583,1458278,750841,707437,731704,365868,365836,2498780,1396622,1102158,1512910,1091361,421549,1153765,922182,231583,359145,169179,189966,2359936,891703,1468233
19,329,Koch Bihar ,Total,DISTRICT,665720,2819086,1451542,1367544,344645,176940,167705,1414336,728506,685830,18125,9388,8737,1850504,1028733,821771,1127977,845308,282669,886357,749848,136509,241620,95460,146160,1691109,606234,1084875
19,330,Uttar Dinajpur,Total,DISTRICT,605674,3007134,1551066,1456068,485157,248402,236755,807950,418288,389662,162816,81831,80985,1489667,853495,636172,1075626,799627,275999,824342,688769,135573,251284,110858,140426,1931508,751439,1180069
19,331,Dakshin Dinajpur,Total,DISTRICT,396406,1676276,857199,819077,188135,96143,91992,482754,248312,234442,275366,138025,137341,1083685,596474,487211,702987,499560,203427,526470,427578,98892,176517,71982,104535,973289,357639,615650
19,332,Maldah ,Total,DISTRICT,846991,3988845,2051541,1937304,609040,312340,296700,835430,432744,402686,313984,157528,156456,2086432,1152019,934413,1537847,1086461,451386,1050995,851932,199063,486852,234529,252323,2450998,965080,1485918
19,333,Murshidabad ,Total,DISTRICT,1570759,7103807,3627564,3476243,1013392,514876,498516,897534,460143,437391,91035,46163,44872,4055834,2177187,1878647,2589907,1985667,604240,2022083,1662624,359459,567824,323043,244781,4513900,1641897,2872003
19,334,Birbhum,Total,DISTRICT,817899,3502404,1790920,1711484,448485,228909,219576,1033140,529001,504139,242484,119787,122697,2158447,1201481,956966,1331603,1029770,301833,912844,785648,127196,418759,244122,174637,2170801,761150,1409651
19,335,Barddhaman ,Total,DISTRICT,1730927,7717563,3966889,3750674,832033,426385,405648,2115719,1079584,1036135,489447,243581,245866,5247208,2918040,2329168,2911251,2293083,618168,2166742,1838681,328061,744509,454402,290107,4806312,1673806,3132506
19,336,Nadia ,Total,DISTRICT,1232282,5167600,2653768,2513832,525180,267954,257226,1546917,798258,748659,140700,71142,69558,3480555,1878866,1601689,1842607,1554090,288517,1595880,1405191,190689,246727,148899,97828,3324993,1099678,2225315
19,337,North Twenty Four Parganas,Total,DISTRICT,2348683,10009781,5119389,4890392,957973,489824,468149,2169084,1115458,1053626,264597,134179,130418,7608693,4056046,3552647,3571624,2945189,626435,3055630,2630907,424723,515994,314282,201712,6438157,2174200,4263957
19,338,Hugli ,Total,DISTRICT,1287423,5519145,2814653,2704492,533210,273116,260094,1344021,680992,663029,229243,113249,115994,4078388,2211777,1866611,2152870,1713608,439262,1714645,1463433,251212,438225,250175,188050,3366275,1101045,2265230
19,339,Bankura ,Total,DISTRICT,766902,3596674,1838095,1758579,418650,214846,203804,1174447,593440,581007,368690,183467,185223,2232992,1299337,933655,1466220,1050822,415398,916393,762088,154305,549827,288734,261093,2130454,787273,1343181
19,340,Puruliya,Total,DISTRICT,567824,2930115,1496996,1433119,410227,210003,200224,567767,290789,276978,540652,271803,268849,1624905,1002058,622847,1249642,801254,448388,613398,493232,120166,636244,308022,328222,1680473,695742,984731
19,341,Haora ,Total,DISTRICT,1061336,4850029,2500819,2349210,522802,266472,256330,718951,367053,351898,15094,7761,7333,3605206,1942824,1662382,1819845,1498170,321675,1496267,1304435,191832,323578,193735,129843,3030184,1002649,2027535
19,342,Kolkata,Total,DISTRICT,1024928,4496694,2356766,2139928,339323,175564,163759,241932,128053,113879,10684,5729,4955,3588137,1926915,1661222,1795740,1412466,383274,1576419,1294266,282153,219321,118200,101121,2700954,944300,1756654
19,343,South Twenty Four Parganas,Total,DISTRICT,1781221,8161961,4173778,3988183,1025679,522552,503127,2464032,1266504,1197528,96976,49195,47781,5531657,3043277,2488380,2964494,2356571,607923,2003685,1748714,254971,960809,607857,352952,5197467,1817207,3380260
19,344,Paschim Medinipur,Total,DISTRICT,1301610,5913457,3007885,2905572,685012,349031,335981,1128269,570125,558144,880015,439831,440184,4078412,2266913,1811499,2509159,1757358,751801,1510548,1252207,258341,998611,505151,493460,3404298,1250527,2153771
19,345,Purba Medinipur,Total,DISTRICT,1114170,5095875,2629834,2466041,587654,301989,285665,745434,383718,361716,27952,14196,13756,3923194,2149073,1774121,1910320,1516096,394224,1127312,1000203,127109,783008,515893,267115,3185555,1113738,2071817
20,346,Garhwa ,Total,DISTRICT,254697,1322784,683575,639209,239664,122305,117359,319946,165313,154633,205874,104499,101375,653476,405161,248315,571431,335451,235980,175126,135273,39853,396305,200178,196127,751353,348124,403229
20,347,Chatra,Total,DISTRICT,182271,1042886,533935,508951,195321,99312,96009,340553,172668,167885,45563,23141,22422,510061,303902,206159,397690,251213,146477,195502,145553,49949,202188,105660,96528,645196,282722,362474
20,348,Kodarma,Total,DISTRICT,116155,716259,367222,349037,132375,67916,64459,109003,55346,53657,6903,3594,3309,390249,238780,151469,257418,173993,83425,143324,117881,25443,114094,56112,57982,458841,193229,265612
20,349,Giridih,Total,DISTRICT,396521,2445474,1258098,1187376,460251,237056,223195,325493,166447,159046,238188,120646,117542,1253475,783736,469739,1036277,623946,412331,412912,327651,85261,623365,296295,327070,1409197,634152,775045
20,350,Deoghar,Total,DISTRICT,264347,1492073,775022,717051,268453,137658,130795,190036,98295,91741,180962,91012,89950,793538,489837,303701,551467,383691,167776,297146,238224,58922,254321,145467,108854,940606,391331,549275
20,351,Godda,Total,DISTRICT,253648,1313551,677927,635624,241784,123368,118416,115567,59835,55732,279208,138510,140698,604519,376212,228307,552191,344019,208172,235735,182438,53297,316456,161581,154875,761360,333908,427452
20,352,Sahibganj,Total,DISTRICT,227023,1150567,589391,561176,221955,113220,108735,72341,37317,35024,308343,153435,154908,483263,287303,195960,490202,295690,194512,322572,226729,95843,167630,68961,98669,660365,293701,366664
20,353,Pakur,Total,DISTRICT,182317,900422,452661,447761,177623,89935,87688,28469,14352,14117,379054,186967,192087,352881,206989,145892,404584,234012,170572,252017,167872,84145,152567,66140,86427,495838,218649,277189
20,354,Dhanbad,Total,DISTRICT,507064,2684487,1405956,1278531,373394,194879,178515,437309,226362,210947,233119,117256,115863,1722204,1014950,707254,844504,658851,185653,546714,476848,69866,297790,182003,115787,1839983,747105,1092878
20,355,Bokaro,Total,DISTRICT,394918,2062330,1072807,989523,293786,152803,140983,299227,154297,144930,255626,129233,126393,1273520,759088,514432,685368,507677,177691,380304,327840,52464,305064,179837,125227,1376962,565130,811832
20,356,Lohardaga,Total,DISTRICT,88638,461790,232629,229161,77649,39412,38237,15330,7862,7468,262734,130814,131920,259707,149568,110139,221332,121605,99727,103001,71000,32001,118331,50605,67726,240458,111024,129434
20,357,Purbi Singhbhum,Total,DISTRICT,476931,2293919,1176902,1117017,296626,154229,142397,111414,56147,55267,653923,325989,327934,1507699,856526,651173,837167,616249,220918,529578,445404,84174,307589,170845,136744,1456752,560653,896099
20,358,Palamu,Total,DISTRICT,358754,1939869,1006302,933567,329728,169543,160185,536382,277119,259263,181208,92577,88631,1024563,621706,402857,713175,473042,240133,283702,225344,58358,429473,247698,181775,1226694,533260,693434
20,359,Latehar,Total,DISTRICT,133381,726978,369666,357312,137699,69971,67728,154910,78266,76644,331096,166427,164669,350682,209706,140976,313379,180106,133273,117311,82884,34427,196068,97222,98846,413599,189560,224039
20,360,Hazaribagh,Total,DISTRICT,304749,1734495,890881,843614,281863,145821,136042,303515,155013,148502,121768,60796,60972,1013249,596113,417136,654636,423472,231164,327316,261999,65317,327320,161473,165847,1079859,467409,612450
20,361,Ramgarh,Total,DISTRICT,179375,949443,494230,455213,134226,69661,64565,106356,54986,51370,201166,101901,99265,596497,350031,246466,312125,234202,77923,221112,183137,37975,91013,51065,39948,637318,260028,377290
20,362,Dumka,Total,DISTRICT,275019,1321442,668514,652928,219449,111641,107808,79614,40802,38812,571077,282125,288952,672409,406275,266134,624779,367108,257671,237479,171817,65662,387300,195291,192009,696663,301406,395257
20,363,Jamtara,Total,DISTRICT,155275,791042,404830,386212,130993,67051,63942,72885,37212,35673,240489,120035,120454,426312,258260,168052,326631,214740,111891,122434,96117,26317,204197,118623,85574,464411,190090,274321
20,364,Ranchi,Total,DISTRICT,569444,2914253,1494937,1419316,401214,207029,194185,152943,78613,74330,1042016,520582,521434,1911433,1085244,826189,1142867,743967,398900,756176,553949,202227,386691,190018,196673,1771386,750970,1020416
20,365,Khunti,Total,DISTRICT,103700,531885,266335,265550,86292,43947,42345,24037,12223,11814,389626,193710,195916,284575,164741,119834,259984,141123,118861,153087,93812,59275,106897,47311,59586,271901,125212,146689
20,366,Gumla,Total,DISTRICT,188988,1025213,514390,510823,173647,88472,85175,32459,16446,16013,706754,352514,354240,559720,321795,237925,487508,264774,222734,278931,176067,102864,208577,88707,119870,537705,249616,288089
20,367,Simdega,Total,DISTRICT,118288,599578,300309,299269,94414,47962,46452,44674,22150,22524,424407,211546,212861,343483,191991,151492,288645,159867,128778,155510,105703,49807,133135,54164,78971,310933,140442,170491
20,368,Pashchimi Singhbhum,Total,DISTRICT,302046,1502338,749385,752953,261493,131836,129657,56986,28144,28842,1011296,500949,510347,727561,439273,288288,694863,392690,302173,343008,239844,103164,351855,152846,199009,807475,356695,450780
20,369,Saraikela-Kharsawan,Total,DISTRICT,221232,1065056,544411,520645,159596,82120,77476,56195,28243,27952,374642,187149,187493,612993,365332,247661,430051,283281,146770,228598,181056,47542,201453,102225,99228,635005,261130,373875
21,370,Bargarh,Total,DISTRICT,370308,1481255,749161,732094,162922,83267,79655,298780,150420,148360,281135,140542,140593,983783,557217,426566,762092,473305,288787,474390,372806,101584,287702,100499,187203,719163,275856,443307
21,371,Jharsuguda,Total,DISTRICT,136061,579505,296690,282815,64794,33341,31453,104620,52580,52040,176758,88273,88485,405879,228092,177787,247707,172018,75689,172069,137683,34386,75638,34335,41303,331798,124672,207126
21,372,Sambalpur,Total,DISTRICT,249597,1041099,526877,514222,117848,60744,57104,191827,96511,95316,355261,177565,177696,703691,393192,310499,505840,313161,192679,336854,242724,94130,168986,70437,98549,535259,213716,321543
21,373,Debagarh,Total,DISTRICT,75452,312520,158230,154290,39917,20718,19199,52112,26343,25769,110400,55126,55274,197819,112649,85170,165435,92384,73051,83408,59636,23772,82027,32748,49279,147085,65846,81239
21,374,Sundargarh,Total,DISTRICT,479109,2093437,1061147,1032290,263160,135204,127956,191660,96465,95195,1062349,526856,535493,1342322,750147,592175,873227,584687,288540,535112,430698,104414,338115,153989,184126,1220210,476460,743750
21,375,Kendujhar,Total,DISTRICT,405272,1801733,906487,895246,259403,131885,127518,209357,104684,104673,818878,405927,412951,1052518,605119,447399,766514,498077,268437,442497,362695,79802,324017,135382,188635,1035219,408410,626809
21,376,Mayurbhanj,Total,DISTRICT,586253,2519738,1256213,1263525,351834,179536,172298,184682,92127,92555,1479576,730487,749089,1369397,794171,575226,1223534,697782,525752,548390,407902,140488,675144,289880,385264,1296204,558431,737773
21,377,Baleshwar,Total,DISTRICT,533001,2320529,1185787,1134742,288672,148565,140107,478586,243597,234989,275678,137748,137930,1621232,902359,718873,932707,684020,248687,618064,540777,77287,314643,143243,171400,1387822,501767,886055
21,378,Bhadrak,Total,DISTRICT,306333,1506337,760260,746077,184560,95048,89512,334896,168687,166209,30428,15361,15067,1094140,596269,497871,468599,409559,59040,328097,302986,25111,140502,106573,33929,1037738,350701,687037
21,379,Kendrapara ,Total,DISTRICT,321934,1440361,717814,722547,161159,83654,77505,309780,155531,154249,9484,4748,4736,1089265,579970,509295,466890,386382,80508,322265,295890,26375,144625,90492,54133,973471,331432,642039
21,380,Jagatsinghapur ,Total,DISTRICT,261307,1136971,577865,559106,110249,57155,53094,248152,125184,122968,7862,4226,3636,889027,481049,407978,403649,325589,78060,290170,256080,34090,113479,69509,43970,733322,252276,481046
21,381,Cuttack,Total,DISTRICT,579170,2624470,1352760,1271710,271816,142037,129779,498633,254456,244177,93745,47437,46308,2011469,1103033,908436,936365,761876,174489,696274,615670,80604,240091,146206,93885,1688105,590884,1097221
21,382,Jajapur  ,Total,DISTRICT,407851,1827192,926034,901158,216804,112558,104246,433387,220553,212834,151432,76048,75384,1290455,706396,584059,552234,486091,66143,407564,375457,32107,144670,110634,34036,1274958,439943,835015
21,383,Dhenkanal,Total,DISTRICT,279364,1192811,612593,580218,139096,74093,65003,234079,118755,115324,162056,80878,81178,829910,464093,365817,435533,340552,94981,277338,245235,32103,158195,95317,62878,757278,272041,485237
21,384,Anugul  ,Total,DISTRICT,297050,1273821,655718,618103,152403,80666,71737,239552,121459,118093,179603,89980,89623,869456,494425,375031,526520,360947,165573,317547,257720,59827,208973,103227,105746,747301,294771,452530
21,385,Nayagarh  ,Total,DISTRICT,228315,962789,502636,460153,106871,57599,49272,136399,69813,66586,58691,29173,29518,688362,392333,296029,343633,284591,59042,229076,207430,21646,114557,77161,37396,619156,218045,401111
21,386,Khordha ,Total,DISTRICT,494212,2251673,1167137,1084536,237394,123879,113515,297472,151528,145944,115051,59094,55957,1749936,957515,792421,792193,645880,146313,632625,543178,89447,159568,102702,56866,1459480,521257,938223
21,387,Puri,Total,DISTRICT,367269,1698730,865380,833350,172888,89496,83392,325133,164366,160767,6129,3240,2889,1291939,704857,587082,621676,498461,123215,450536,399235,51301,171140,99226,71914,1077054,366919,710135
